nini,ini
asy ari,asyari
bersam,bersama
nkalau,kalau
nadat,adat
nagar,agar
baitussal,baitussalam
ndelapan,delapan
npendapatan,pendapatan
nselam,selam
nagar,agar
nanggaran,anggaran
pelangg,pelanggan
nbela,bela
lipu,liputan
nselamat,selamat
nduga,duga
nmedan,medan
merangka,merangkak
nsudah,sudah
jangk,jangka
luasn,luas
npada,pada
resmik,resmi
ar baswedan,ar_baswedan 
bes,besi
tantan,tantangan
berkompe,berkompetisi
dihela,dihelat
nhari,hari
manfa,manfaat
nmelalui,melalui
har,hari
seind,seindah
nkita,kita
njangan,jangan
juma,jumat
menyaj,menyajikan
njadi,jadi
subst,substansi
ndua,dua
ingi,ingin
dalamn,dalam
pertandingann,pertandingan
menikma,menikmati
menyiagaka,menyiagakan
jakart,jakarta
npernah,pernah
nkekerasan,kekerasan
dihe,dihentikan
nbertemu,bertemu
jepa,jepang
garud,garuda
membang,membangun
npesan,pesan
lemba,lembaga
ntidak,tidak
go jek,gojek
hote,hotel
nbeliau,beliau
nkabar,kabar
mendampi,mendampingi
sulawesi selatan,sulawesi_selatan
sumatera utara,sumtera_utara
jawa barat,jawa_barat
kalimantan barat,kalimantan_barat
jawa te,jawa_tengah
olahr,olahraga
dala,dalam
pale,palembang
interna,internasional
tugasn,tugas
bj habibie,bj_habibie
pul,pulih
nmengapa,mengapa
christope,christoper
mereb,merebut
palesti,palestina
belu,belum
nberkat,berkat
indone,indonesia
meda,medali
memeria,memeriahkan
republi,republik
seca,secara
kanje,kanjeng
ju,juga
thail,thailand
ketersedi,ketersediaan
njumlah,jumlah
hercul,hercules
indonesi,indonesia
kebersi,kebersihan
nzikir,zikir
terj,terjang
apara,aparat
npemerintah,pemerintah
nmembang,membangun
bar,baru
palemban,palembang
menter,menteri
ndengan,dengan
hampi,hampir
apo,apa
kito,kita
galo,semua
besak,besar
kit,kita
tan,tangan
berdo,berdoa
dala,dalam
berdo,berdoa
amana,amanah
sen,sendiri
mendo,doa
bapa,bapak
psr,pasar
diseki,disekitar
karang anyar,karanganyar
indon,indonesia
data,datang
tid,tidak
kesa,kesabaran
und,undang
memberik,memberikan
berbe,berbeda
cm,cuma
perjua,perjuangan
kh hasyim asyari,kh_hasyim_asyari
kh wahab hasbullah,kh_wahab_hasbullah
terim,terima
visionerumkm,visioner_umkm
kblkan,kembalikan
diumpetin,disembunyikan
twit,tweet
sud,sudah
dikem,dikembalikan
berj,berjuang
bari,barisan
manu,manusia
nsemoga,semoga
miku,pikul
nduwur,atas
mendhem,memendam
jero,dalam
team,tim
bagaima,bagaimana
keme,kemerdekaan
kemer,kemerdekaan
sulbar,sulawesi_barat
selawesi tengah,sulawesi_tengah
alloh,allah
namo,nama
majubersam,maju_bersama
salambersama,salam_bersama
berkahtravel,berkah_travel
nenyebutnya,menyebutnya
amrullah sk,amrullah_sk
didengrinnya,didengerinnya
oran,orang
tet,tetap
nhttps,https
pilihanprabowo,pilihan_prabowo
mengecew,mengecewakan
telpon,telepon
sholat ied,sholat_id
harikebangkitannasional,hari_kebangkitan_nasional
nbukan,bukan
ntahun,tahun
budi oetoemo, budi_utomo
sud,sudah
moho,mohon
ngopi,minum_kopi
grat,gratis
hany,hanya
pilpres,pemilihan_presiden
perjalana,perjalanan
jik,jika
harlah,hari_lahir
cir,cirebon
shalat ed, shalat_id
berjamaahc,berjamaah
berjamaahcoblospecinya,berjamaah_coblos_pecinya
tv one,tv_one
penyambungsuararakyat,penyambung_suara_rakyat
takadaduan,tak_ada_duanya
nsalam,salam
rabubersama,rabu_bersama
ki,kita
ibukot,ibu_kota
pestol,pesta_olahraga
kur,kurang
selamattahunbaru,selamat_tahun_baru
pesanprabowo,pesan_prabowo
indonesiaraya,indonesia_raya
aniessandimenang,anies_sandi_menang
ma'ruf amin,maruf_amin
rakyatnya,rakyat
ma'ruf,maruf_amin
ruf,maruf_amin
nantusias,antusias
marufa,maruf_amin
pengetah,pengetahuan
xaa,iya
sex,seks
